"landing_site","acuaculture_production","est_aquaculture_production","est_aquaculture_certainty","aquacultureFLAG_landing.site"
"EL DELGADITO","NO","no, as reported","estimate is consistent with original report","NO"
"VALLE TRANQUILO","NO","no, as reported","estimate is consistent with original report","NO"
"LA NUEVA ""U""","NO","no, as reported","estimate is consistent with original report","NO"
"ATICAMA","NO","no, as reported","estimate is consistent with original report","NO"
"BUCERIAS","NO","no, as reported","estimate is consistent with original report","NO"
"CORRAL DEL RISCO","NO","no, as reported","estimate is consistent with original report","NO"
"ESTERO EL POZO (MARGEN IZQUIERDA)","NO","no, as reported","estimate is consistent with original report","NO"
"CHACALA","NO","no, as reported","estimate is consistent with original report","NO"
"ESCOLLERA, LA","NO","no, as reported","estimate is consistent with original report","NO"
"PUNTA RAZA","NO","no, as reported","estimate is consistent with original report","NO"
"PENITA, LA","NO","no, as reported","estimate is consistent with original report","NO"
"AYALAS, LOS","NO","no, as reported","estimate is consistent with original report","NO"
"LA BRECHA TEACAPAN","NO","no, as reported","estimate is consistent with original report","NO"
"BARRIO LA PLAYA","NO","no, as reported","estimate is consistent with original report","NO"
"RINCON DE GUAYABITOS","NO","no, as reported","estimate is consistent with original report","NO"
"ESCOLLERA","NO","no, as reported","estimate is consistent with original report","NO"
"BOCA DEL ASADERO","NO","no, as reported","estimate is consistent with original report","NO"
"CONCHAL, EL","NO","no, as reported","estimate is consistent with original report","NO"
"SAN CARLOS","NO","no, as reported","estimate is consistent with original report","NO"
"LA MANGA","NO","no, as reported","estimate is consistent with original report","NO"
"PLAYA DE NOVILLERO","NO","no, as reported","estimate is consistent with original report","NO"
"BAHIA DE SANTA MARIA LA REFORMA","NO","no, as reported","estimate is consistent with original report","NO"
"PUENTE JUAREZ","NO","no, as reported","estimate is consistent with original report","NO"
"CAÑADA EL PALILLO","NO","no, as reported","estimate is consistent with original report","NO"
"RAMPA, LA (DARSENA NO. 1)","NO","no, as reported","estimate is consistent with original report","NO"
"OTATITO, EL","NO","no, as reported","estimate is consistent with original report","NO"
"BAJO DE LOS PERROS","NO","no, as reported","estimate is consistent with original report","NO"
"LAS PUENTES","NO","no, as reported","estimate is consistent with original report","NO"
"LO DE MARCOS","NO","no, as reported","estimate is consistent with original report","NO"
"PUERTA DEL RIO","NO","no, as reported","estimate is consistent with original report","NO"
"SAYULITA","NO","no, as reported","estimate is consistent with original report","NO"
"PUERTO SANTA CATARINA","NO","no, as reported","estimate is consistent with original report","NO"
"LA RAMADITA (SAN NICOLAS)","NO","no, as reported","estimate is consistent with original report","NO"
"MIRAMAR","NO","no, as reported","estimate is consistent with original report","NO"
"ISLA DE MEXCALTITAN","NO","no, as reported","estimate is consistent with original report","NO"
"BOCA DE CAMICHIN","NO","no, as reported","estimate is consistent with original report","NO"
"CENTRO RECEPCION COOP. OSTRICAMICHIN","NO","no, as reported","estimate is consistent with original report","NO"
"CORRALES","NO","no, as reported","estimate is consistent with original report","NO"
"BAHIA DE YELAPA","NO","no, as reported","estimate is consistent with original report","NO"
"EL COLORADO","NO","no, as reported","estimate is consistent with original report","NO"
"PLAYA SAN FRANCISCO","NO","no, as reported","estimate is consistent with original report","NO"
"VADO DE VILLA JUAREZ","NO","no, as reported","estimate is consistent with original report","NO"
"LOS JIOTES","NO","no, as reported","estimate is consistent with original report","NO"
"LAS BLANCAS","NO","no, as reported","estimate is consistent with original report","NO"
"BAHIA DE LAS ANIMAS","NO","no, as reported","estimate is consistent with original report","NO"
"CORTINA, LA","NO","no, as reported","estimate is consistent with original report","NO"
"EL JUNCALITO (B.C.S.)","NO","no, as reported","estimate is consistent with original report","NO"
"EL VERTEDOR","NO","no, as reported","estimate is consistent with original report","NO"
"GUAYMAS","NO","no, as reported","estimate is consistent with original report","NO"
"PLAYA DEL SOL","NO","no, as reported","estimate is consistent with original report","NO"
"EMBARCADERO PRESA LA YESCA","NO","no, as reported","estimate is consistent with original report","NO"
"EL DESEMBOQUE","NO","no, as reported","estimate is consistent with original report","NO"
"LAGUNA CHIRICAHUETO","NO","no, as reported","estimate is consistent with original report","NO"
"CAMPO PESQUERO COSPITA","NO","no, as reported","estimate is consistent with original report","NO"
"BAHIA SAN JORGE","NO","no, as reported","estimate is consistent with original report","NO"
"PUERTO LOBOS","NO","no, as reported","estimate is consistent with original report","NO"
"EL TEPETATE","NO","no, as reported","estimate is consistent with original report","NO"
"LA CINITA","NO","no, as reported","estimate is consistent with original report","NO"
"PLATANO, EL","NO","no, as reported","estimate is consistent with original report","NO"
"LOS BAÑOS","NO","no, as reported","estimate is consistent with original report","NO"
"COL. VICENTE GUERRERO","NO","no, as reported","estimate is consistent with original report","NO"
"PASO DE LOZADA","NO","no, as reported","estimate is consistent with original report","NO"
"MONTEON","NO","no, as reported","estimate is consistent with original report","NO"
"CANAL DE CUAUTLA","NO","no, as reported","estimate is consistent with original report","NO"
"EL JAGUEY","NO","no, as reported","estimate is consistent with original report","NO"
"BALNEARIO VENECIA","NO","no, as reported","estimate is consistent with original report","NO"
"LAS GUASIMAS","NO","no, as reported","estimate is consistent with original report","NO"
"EL COCHORIT","NO","no, as reported","estimate is consistent with original report","NO"
"ESCOLLERA DE SAN FELIPE","NO","no, as reported","estimate is consistent with original report","NO"
"LO DE MARCO","NO","no, as reported","estimate is consistent with original report","NO"
"PLAYA TEACAPAN","NO","no, as reported","estimate is consistent with original report","NO"
"LA TOBA (CAMPO)","NO","no, as reported","estimate is consistent with original report","NO"
"EL SANJON","NO","no, as reported","estimate is consistent with original report","NO"
"CAMPO PESQUERO BACOREHUIS","NO","no, as reported","estimate is consistent with original report","NO"
"PUNTA PESCADERO","NO","no, as reported","estimate is consistent with original report","NO"
"RANCHO ZIMARRON KM 68","NO","no, as reported","estimate is consistent with original report","NO"
"EL SAUZOSO","NO","no, as reported","estimate is consistent with original report","NO"
"PUNTA EL LEON","NO","no, as reported","estimate is consistent with original report","NO"
"PICHILINGUE","NO","no, as reported","estimate is consistent with original report","NO"
"BAHIA DE ALTATA","NO","no, as reported","estimate is consistent with original report","NO"
"GOLFO DE SANTA CLARA","NO","no, as reported","estimate is consistent with original report","NO"
"PUERTO MEJIA","NO","no, as reported","estimate is consistent with original report","NO"
"ISLA SAN JOSE","NO","no, as reported","estimate is consistent with original report","NO"
"PUERTO DE ALTATA (CULT)","NO","yes, with high confidence","original report likely misreported; estimate differs from official report because landing site name suggests aquaculture with high confidence","YES"
"CORBETENA, LA","NO","no, as reported","estimate is consistent with original report","NO"
"EL CARDONAL","NO","no, as reported","estimate is consistent with original report","NO"
"PLAN DE GUADALUPE","NO","no, as reported","estimate is consistent with original report","NO"
"BAHIA DE ALTATA Y ENSENADA DEL PABELLON","NO","no, as reported","estimate is consistent with original report","NO"
"ESTERO SAN CRISTOBAL","NO","no, as reported","estimate is consistent with original report","NO"
"BANQUITO, EL","NO","no, as reported","estimate is consistent with original report","NO"
"LOS CERRITOS","NO","no, as reported","estimate is consistent with original report","NO"
"EL MANGLITO","NO","no, as reported","estimate is consistent with original report","NO"
"JUAN JOSE RIOS","NO","no, as reported","estimate is consistent with original report","NO"
"BOCA DE ALAMO","NO","no, as reported","estimate is consistent with original report","NO"
"EL SAHUIMARO","NO","no, as reported","estimate is consistent with original report","NO"
"BELLAVISTA","NO","no, as reported","estimate is consistent with original report","NO"
"BOCANITA","NO","no, as reported","estimate is consistent with original report","NO"
"EL CHOYUDO","NO","no, as reported","estimate is consistent with original report","NO"
"ISLA CERRALVO","NO","no, as reported","estimate is consistent with original report","NO"
"SAN JOSE","NO","no, as reported","estimate is consistent with original report","NO"
"LAGUNA LAS TORTUGAS Y MATAIZA","NO","no, as reported","estimate is consistent with original report","NO"
"LOS SABALOS","NO","no, as reported","estimate is consistent with original report","NO"
"MORILLOS, LOS","NO","no, as reported","estimate is consistent with original report","NO"
"ROBLITO, EL","NO","no, as reported","estimate is consistent with original report","NO"
"PUERTA DE MEXICO","NO","no, as reported","estimate is consistent with original report","NO"
"PRESA LAS HIGUERAS","NO","no, as reported","estimate is consistent with original report","NO"
"PRESA ALVARO OBREGON","NO","no, as reported","estimate is consistent with original report","NO"
"LA CORTINA (EL CAJON)","NO","no, as reported","estimate is consistent with original report","NO"
